type	weight	node_a	node_b	shared
vocab	0.106	zshmisc:ALIASING › Alias difficulties	zshbuiltins:SHELL BUILTIN COMMANDS › unalias [ -ams ] name ...	aliases listed as this no
vocab	0.106	zshmisc:QUOTING	zshexpn:PARAMETER EXPANSION › Examples	quotes substitution double single string
vocab	0.106	zshmisc:QUOTING	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	quote string escape print character
vocab	0.106	zshexpn:HISTORY EXPANSION › Word Designators	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	word input first line words
vocab	0.106	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME EXPANSION › ‘=' expansion	replaced unquoted word command by
vocab	0.106	zshexpn:FILENAME EXPANSION › Notes	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	expansion behaviour parameter family previous
vocab	0.106	zshexpn:FILENAME GENERATION › Globbing Flags	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	match path pattern test characters
vocab	0.106	zshparam:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	array arithmetic parameter value evaluation
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	path directory component resolved would
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	character characters when this assigned
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshoptions:DESCRIPTION OF OPTIONS › Zle	ksh base effect zero option
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › getopts optstring name [ arg ... ]	restored exit option function options
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	unset scope behaviour parameters when
vocab	0.106	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	invocation mode flags local_options zsh
vocab	0.106	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	flag path special function builtin
vocab	0.106	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	arguments options printed differences list
vocab	0.106	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	protect patterns default quoted should
vocab	0.106	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	functions function name names written
vocab	0.105	zshmisc:SIMPLE COMMANDS & PIPELINES	zshexpn:PARAMETER EXPANSION	foo value second word first
vocab	0.105	zshmisc:QUOTING	zshexpn:PARAMETER EXPANSION	quotes string substitution quoted character
vocab	0.105	zshmisc:QUOTING	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	string character quotes characters quoted
vocab	0.105	zshmisc:ANONYMOUS FUNCTIONS	zshexpn:FILENAME EXPANSION › Dynamic named directories	function functions name local fi
vocab	0.105	zshmisc:ARITHMETIC EVALUATION	zshparam:ARRAY PARAMETERS	value declared assignment name form
vocab	0.105	zshmisc:CONDITIONAL EXPRESSIONS	zshexpn:FILENAME EXPANSION › ‘=' expansion	exists word begins if set
vocab	0.105	zshexpn:DESCRIPTION	zshoptions:DESCRIPTION OF OPTIONS › Prompting	expansion performed line substitution zshmisc
vocab	0.105	zshexpn:HISTORY EXPANSION	zshexpn:HISTORY EXPANSION › Modifiers	history expansion you number immediately
vocab	0.105	zshexpn:HISTORY EXPANSION › Overview	zshexpn:COMMAND SUBSTITUTION	foo expansions quotes substitution command
vocab	0.105	zshexpn:HISTORY EXPANSION › Word Designators	zshexpn:HISTORY EXPANSION › Modifiers	word designator works words history
vocab	0.105	zshexpn:PROCESS SUBSTITUTION	zshexpn:PARAMETER EXPANSION	substitution name form substitutions then
vocab	0.105	zshexpn:PROCESS SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	file function list this multios
vocab	0.105	zshexpn:BRACE EXPANSION	zshparam:ARRAY PARAMETERS › Array Subscripts	foo match range characters character
vocab	0.105	zshexpn:FILENAME GENERATION › Globbing Flags	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	test expressions errors there operators
vocab	0.105	zshparam:ARRAY PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	array value mixed name string
vocab	0.105	zshoptions:DESCRIPTION OF OPTIONS › Zle	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	emulation mode emacs addition vi
vocab	0.105	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	status executed last end arithmetic
vocab	0.104	zshmisc:SIMPLE COMMANDS & PIPELINES	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	value assignments parameter two output
vocab	0.104	zshmisc:PRECOMMAND MODIFIERS	zshmisc:COMMENTS	shells word interactive non causes
vocab	0.104	zshmisc:COMPLEX COMMANDS	zshexpn:ARITHMETIC EXPANSION	exp arithmetic evaluated expression section
vocab	0.104	zshmisc:ERRORS	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	options bad aborted interactive execution
vocab	0.104	zshmisc:ALIASING › Alias difficulties	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	assignment characters nested parameter expressions
vocab	0.104	zshmisc:MULTIOS	zshmisc:JOBS	job process output parent you
vocab	0.104	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	alias functions present listed defined
vocab	0.104	zshmisc:ANONYMOUS FUNCTIONS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	words treated name variable keywords
vocab	0.104	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	prompt sequences escape set option
vocab	0.104	zshmisc:SIMPLE PROMPT ESCAPES › Visual effects	zshexpn:FILENAME GENERATION › Glob Operators	character sequence characters start group
vocab	0.104	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshexpn:PARAMETER EXPANSION › Rules	array at length nested string
vocab	0.104	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	character input name word used
vocab	0.104	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	name value word pattern aliases
vocab	0.104	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshoptions:SINGLE LETTER OPTIONS › Also note	sort used arrays parameters pattern
vocab	0.104	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	result string name given array
vocab	0.104	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	flags flag options matching all
vocab	0.104	zshexpn:PARAMETER EXPANSION › Rules	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	value foo parameter at any
vocab	0.104	zshparam:DESCRIPTION	zshparam:ARRAY PARAMETERS › Subscript Parsing	array parameter parameters pairs associative
vocab	0.104	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	positional supplied input mode flags
vocab	0.104	zshbuiltins:SHELL BUILTIN COMMANDS › : [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	status zero argument which shell
vocab	0.104	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	flags marked function options functions
vocab	0.104	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	num name word first flag
vocab	0.103	zshmisc:COMPLEX COMMANDS	zshmisc:JOBS	try list function code pipeline
vocab	0.103	zshmisc:COMPLEX COMMANDS	zshparam:ARRAY PARAMETERS	list value name parentheses treated
vocab	0.103	zshmisc:COMPLEX COMMANDS	zshoptions:DESCRIPTION OF OPTIONS	list appear set default following
vocab	0.103	zshmisc:AUTOLOADING FUNCTIONS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	file directory search functions files
vocab	0.103	zshmisc:ANONYMOUS FUNCTIONS	zshparam:PARAMETERS USED BY THE SHELL	variable local function this certain
vocab	0.103	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:PARAMETER EXPANSION › Rules	array applied history any value
vocab	0.103	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	hook directory chpwd functions context
vocab	0.103	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	executed status function zero passed
vocab	0.103	zshmisc:JOBS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	running state input standard id
vocab	0.103	zshmisc:ARITHMETIC EVALUATION	zshexpn:PARAMETER EXPANSION › Rules	substitution value point parameter scalar
vocab	0.103	zshmisc:CONDITIONAL EXPRESSIONS	zshexpn:PARAMETER EXPANSION	pattern string true var array
vocab	0.103	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	conditional expansion these between arithmetic
vocab	0.103	zshexpn:DESCRIPTION	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	expansion substitution order expansions characters
vocab	0.103	zshexpn:HISTORY EXPANSION › Overview	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	input character line word first
vocab	0.103	zshexpn:PROCESS SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › History	file list command written this
vocab	0.103	zshexpn:PARAMETER EXPANSION	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	pattern elements form name below
vocab	0.103	zshexpn:PARAMETER EXPANSION › Examples	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array flag scalar substitution word
vocab	0.103	zshexpn:BRACE EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	characters character brace expansion multibyte
vocab	0.103	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshoptions:DESCRIPTION OF OPTIONS › Completion	completion directory match return name
vocab	0.103	zshexpn:FILENAME GENERATION › Glob Operators	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	character match search bit directories
vocab	0.103	zshexpn:FILENAME GENERATION › Glob Operators	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	bar foo trap this set
vocab	0.103	zshexpn:FILENAME GENERATION › ksh-like Glob Operators	zshexpn:FILENAME GENERATION › Glob Qualifiers	match parentheses like directory pattern
vocab	0.103	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:DESCRIPTION OF OPTIONS › Completion	files matches inserted list match
vocab	0.103	zshparam:DESCRIPTION	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	parameter value name evaluation parameters
vocab	0.103	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	flag matching flags interpreted patterns
vocab	0.103	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	behaviour path set option compatible
vocab	0.103	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	argument arithmetic array parameter arguments
vocab	0.103	zshbuiltins:SHELL BUILTIN COMMANDS › command [ -pvV ] simple command	zshbuiltins:SHELL BUILTIN COMMANDS › pwd [ -rLP ]	flag path will set option
vocab	0.102	zshmisc:COMPLEX COMMANDS	zshmisc:ALIASING	word always any function done
vocab	0.102	zshmisc:COMPLEX COMMANDS	zshparam:ARRAY PARAMETERS › Array Subscripts	exp evaluates arithmetic foo end
vocab	0.102	zshmisc:COMPLEX COMMANDS	zshparam:ARRAY PARAMETERS › Array Element Assignment	list exp name do an
vocab	0.102	zshmisc:MULTIOS	zshoptions:DESCRIPTION OF OPTIONS › History	file written writing you files
vocab	0.102	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:PARAMETER EXPANSION	array history name element value
vocab	0.102	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	resulting string directly empty zero
vocab	0.102	zshparam:ARRAY PARAMETERS › Subscript Parsing	zshparam:PARAMETERS USED BY THE SHELL	array parameter pattern characters reverse
vocab	0.102	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	trap number commands command executed
vocab	0.102	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	flags cannot value this zsh
vocab	0.101	zshmisc:COMPLEX COMMANDS	zshmisc:ALIASING › Alias difficulties	word executed code encountered syntax
vocab	0.101	zshmisc:COMPLEX COMMANDS	zshexpn:HISTORY EXPANSION › Overview	always word list executed then
vocab	0.101	zshmisc:ERRORS	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	module feature errors autoload builtin
vocab	0.101	zshmisc:MULTIOS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	sort foo order echo bar
vocab	0.101	zshmisc:COMMAND EXECUTION	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	status return script function executed
vocab	0.101	zshmisc:AUTOLOADING FUNCTIONS	zshexpn:FILENAME GENERATION › Glob Qualifiers	file files directory expected executable
vocab	0.101	zshmisc:ANONYMOUS FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	arguments name treated their normal
vocab	0.101	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	array switch order string line
vocab	0.101	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	function functions written passed displayed
vocab	0.101	zshmisc:SPECIAL FUNCTIONS › Trap Functions	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	function executed status number defined
vocab	0.101	zshexpn:DESCRIPTION	zshexpn:HISTORY EXPANSION	expansion history immediately command zshmisc
vocab	0.101	zshexpn:DESCRIPTION	zshexpn:ARITHMETIC EXPANSION	expansion substitution arithmetic before parameter
vocab	0.101	zshexpn:HISTORY EXPANSION › Word Designators	zshparam:ARRAY PARAMETERS › Subscript Flags	word nth separates like search
vocab	0.101	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	history filename file string resulting
vocab	0.101	zshexpn:PROCESS SUBSTITUTION	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	file list form substitutions argument
vocab	0.101	zshexpn:PROCESS SUBSTITUTION	zshbuiltins:SHELL BUILTIN COMMANDS › jobs -Z string	job process subshell information processes
vocab	0.101	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	function functions return name would
vocab	0.101	zshexpn:FILENAME GENERATION	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	word pattern matching message unless
vocab	0.101	zshexpn:FILENAME GENERATION › Recursive Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory links form symbolic current
vocab	0.101	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	files file time any sets
vocab	0.101	zshparam:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	arithmetic evaluation value zshmisc section
vocab	0.101	zshparam:ARRAY PARAMETERS › Array Element Assignment	zshparam:LOCAL PARAMETERS	delete typeset new assignment made
vocab	0.101	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	process executed shell read directly
vocab	0.101	zshoptions:DESCRIPTION OF OPTIONS › Completion	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	matches pattern character when matching
vocab	0.101	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshoptions:DESCRIPTION OF OPTIONS › History	history file when this list
vocab	0.101	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	global regular globbing perl expansion
vocab	0.101	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	top array new argument interactive
vocab	0.1	zshmisc:PRECOMMAND MODIFIERS	zshparam:ARRAY PARAMETERS › Array Element Assignment	precommand modifier noglob interpreted command
vocab	0.1	zshmisc:PRECOMMAND MODIFIERS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	argv login command interactive explicitly
vocab	0.1	zshmisc:QUOTING	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	newline character escape single way
vocab	0.1	zshmisc:REDIRECTION	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	file number except follow trailing
vocab	0.1	zshmisc:AUTOLOADING FUNCTIONS	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	function file contain message args
vocab	0.1	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshexpn:FILENAME EXPANSION › Dynamic named directories	function functions directory status array
vocab	0.1	zshmisc:CONDITIONAL EXPRESSIONS	zshoptions:DESCRIPTION OF OPTIONS › History	file if than older newer
vocab	0.1	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshparam:ARRAY PARAMETERS › Subscript Flags	array string element character arbitrary
vocab	0.1	zshexpn:HISTORY EXPANSION	zshexpn:HISTORY EXPANSION › Word Designators	history recent most event words
vocab	0.1	zshexpn:HISTORY EXPANSION › Event Designators	zshparam:PARAMETERS USED BY THE SHELL	history line command histchars list
vocab	0.1	zshexpn:HISTORY EXPANSION › Word Designators	zshexpn:PARAMETER EXPANSION › Rules	word words possibly value include
vocab	0.1	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	flag flags given array match
