type	weight	node_a	node_b	shared
vocab	0.115	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME GENERATION › Recursive Globbing	path component directory links foo
vocab	0.115	zshexpn:HISTORY EXPANSION › Modifiers	zshparam:ARRAY PARAMETERS	name filename expansion value string
vocab	0.115	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	file path components directory done
vocab	0.115	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME GENERATION › Precedence	unit string parentheses special shortest
vocab	0.115	zshexpn:FILENAME EXPANSION › Static named directories	zshparam:LOCAL PARAMETERS	directory path parameter parameters never
vocab	0.115	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	directory path named found parameters
vocab	0.115	zshexpn:FILENAME GENERATION › Glob Operators	zshoptions:DESCRIPTION OF OPTIONS › Completion	matches character match pattern precedence
vocab	0.115	zshexpn:FILENAME GENERATION › Glob Operators	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	character multibyte parameter any except
vocab	0.115	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	files octal file list foo
vocab	0.115	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	reply read file character name
vocab	0.115	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › zmodload -R modalias ...	module modules loaded name autoloaded
vocab	0.115	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	patterns names printed matching name
vocab	0.114	zshmisc:COMMENTS	zshparam:PARAMETERS USED BY THE SHELL	histchars default character interactive characters
vocab	0.114	zshmisc:QUOTING	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	print escape arguments newline character
vocab	0.114	zshmisc:REDIRECTION	zshexpn:FILENAME GENERATION › Glob Qualifiers	file word list except digit
vocab	0.114	zshmisc:REDIRECTION	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	word output except created parameter
vocab	0.114	zshmisc:MULTIOS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	redirection file behaviour redirections exit
vocab	0.114	zshmisc:COMMAND EXECUTION	zshexpn:FILENAME EXPANSION › Dynamic named directories	directory exists function name status
vocab	0.114	zshmisc:FUNCTIONS	zshparam:PARAMETERS SET BY THE SHELL	function executed functions builtin read
vocab	0.114	zshmisc:ARITHMETIC EVALUATION	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	integer number integers leading zero
vocab	0.114	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshoptions:DESCRIPTION OF OPTIONS › Prompting	prompt line root end terminal
vocab	0.114	zshexpn:HISTORY EXPANSION › Overview	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	history character sequence line first
vocab	0.114	zshexpn:PARAMETER EXPANSION › Rules	zshexpn:FILENAME GENERATION › Glob Qualifiers	foo any array modifiers level
vocab	0.114	zshexpn:BRACE EXPANSION	zshexpn:FILENAME GENERATION › Globbing Flags	match characters foo multibyte generation
vocab	0.114	zshexpn:FILENAME EXPANSION › Static named directories	zshbuiltins:SHELL BUILTIN COMMANDS › pwd [ -rLP ]	directory path not or will
vocab	0.114	zshexpn:FILENAME GENERATION › Precedence	zshexpn:FILENAME GENERATION › Glob Qualifiers	parentheses operators separator filename pattern
vocab	0.114	zshparam:PARAMETERS SET BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	script trap signal executed status
vocab	0.114	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	file path read commands parameters
vocab	0.114	zshoptions:SPECIFYING OPTIONS	zshoptions:DESCRIPTION OF OPTIONS › Shell State	unsetopt local_options ksh supplied startup
vocab	0.114	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	format escape behaviour sequences output
vocab	0.114	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	name given printed positional flag
vocab	0.113	zshmisc:SIMPLE COMMANDS & PIPELINES	zshparam:PARAMETERS SET BY THE SHELL	executed value pipeline command last
vocab	0.113	zshmisc:ALIASING	zshmisc:FUNCTIONS	alias word defined function builtin
vocab	0.113	zshmisc:JOBS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	running when state code function
vocab	0.113	zshmisc:ARITHMETIC EVALUATION	zshexpn:FILENAME GENERATION › Glob Qualifiers	base expression operators point octal
vocab	0.113	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshoptions:DESCRIPTION OF OPTIONS › History	file history line lines means
vocab	0.113	zshexpn:PARAMETER EXPANSION	zshexpn:FILENAME EXPANSION	substitute word substituted then position
vocab	0.113	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME EXPANSION › Notes	quoting right expansion family colon
vocab	0.113	zshexpn:PARAMETER EXPANSION › Examples	zshexpn:FILENAME GENERATION › Globbing Flags	foo array substitution flag string
vocab	0.113	zshexpn:FILENAME GENERATION	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	unset matching glob which no
vocab	0.113	zshparam:DESCRIPTION	zshparam:ARRAY PARAMETERS › Array Subscripts	array associative arithmetic parameter name
vocab	0.113	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	suffix value space text search
vocab	0.113	zshoptions:DESCRIPTION OF OPTIONS › Changing Directories	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	directory foo filename path component
vocab	0.113	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	input commands read shell directly
vocab	0.113	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	resolved symlinks directory hash pathname
vocab	0.113	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › wait [ job ... ]	process status been there executed
vocab	0.113	zshbuiltins:SHELL BUILTIN COMMANDS › unhash [ -adfms ] name ...	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	patterns options quoted names being
vocab	0.112	zshmisc:PRECOMMAND MODIFIERS	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	function flag prepended path searched
vocab	0.112	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	list function executed time first
vocab	0.112	zshmisc:ALIASING › Alias difficulties	zshexpn:DESCRIPTION	alias aliases commonly parsed above
vocab	0.112	zshmisc:REDIRECTION	zshmisc:REDIRECTIONS WITH NO COMMAND	file redirection input standard output
vocab	0.112	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	function autoload typeset local functions
vocab	0.112	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	line correct executed file functions
vocab	0.112	zshmisc:EXPANSION OF PROMPT SEQUENCES	zshexpn:ARITHMETIC EXPANSION	expansion subjected arithmetic substitution string
vocab	0.112	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshexpn:FILENAME GENERATION › Glob Qualifiers	least string at specifies equal
vocab	0.112	zshexpn:COMMAND SUBSTITUTION	zshparam:ARRAY PARAMETERS › Array Subscripts	foo arithmetic expansion single quotes
vocab	0.112	zshexpn:FILENAME GENERATION › ksh-like Glob Operators	zshbuiltins:SHELL BUILTIN COMMANDS › : [ arg ... ]	effects zero have this is
vocab	0.112	zshexpn:FILENAME GENERATION › Globbing Flags	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	array pattern flag matching generation
vocab	0.112	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshoptions:DESCRIPTION OF OPTIONS › History	file files history list owner
vocab	0.112	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	list print file arguments echo
vocab	0.112	zshparam:ARRAY PARAMETERS	zshparam:LOCAL PARAMETERS	existing value parameter new assigned
vocab	0.112	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › emulate [ -lLR ] [ {zsh|sh|ksh|csh} [ flags ... ] ]	emulation sh emulate environment zsh
vocab	0.112	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › pushd [ -qsLP ] {+|-}n	directory stack change cd new
vocab	0.112	zshoptions:SPECIFYING OPTIONS	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	options local_options function unsetopt calling
vocab	0.112	zshoptions:DESCRIPTION OF OPTIONS › Prompting	zshoptions:DESCRIPTION OF OPTIONS › Zle	line editor terminal multi terminals
vocab	0.112	zshoptions:DESCRIPTION OF OPTIONS › Prompting	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	prompt line sequences spaces print
vocab	0.112	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	function exits command executed redirections
vocab	0.111	zshmisc:ALIASING	zshparam:ARRAY PARAMETERS › Array Subscripts	foo expansion element single string
vocab	0.111	zshmisc:REDIRECTION	zshexpn:HISTORY EXPANSION › Overview	word input quotes then manner
vocab	0.111	zshmisc:REDIRECTION	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	output file input standard does
vocab	0.111	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	history print character string expansion
vocab	0.111	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	ps flag name value string
vocab	0.111	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME GENERATION › ksh-like Glob Operators	like parentheses unquoted special but
vocab	0.111	zshexpn:COMMAND SUBSTITUTION	zshexpn:FILENAME GENERATION › Precedence	mentioned filename parentheses generation special
vocab	0.111	zshexpn:FILENAME EXPANSION › Static named directories	zshexpn:FILENAME GENERATION › Glob Qualifiers	directory directories checked followed dot
vocab	0.111	zshexpn:FILENAME GENERATION › Globbing Flags	zshparam:ARRAY PARAMETERS	array string parentheses indices form
vocab	0.111	zshexpn:FILENAME GENERATION › Globbing Flags	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	flags test flag end num
vocab	0.111	zshparam:ARRAY PARAMETERS › Subscript Flags	zshparam:PARAMETERS SET BY THE SHELL	array parameter assigning last index
vocab	0.111	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Initialisation	zsh files zshrc local time
vocab	0.111	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS › Job Control	suspended default set prompt when
vocab	0.111	zshparam:PARAMETERS USED BY THE SHELL	zshbuiltins:SHELL BUILTIN COMMANDS › popd [ -q ] [ {+|-}n ]	new stack directory array environment
vocab	0.111	zshoptions:DESCRIPTION OF OPTIONS › History	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	file commands when this function
vocab	0.111	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	print stop tab line location
vocab	0.111	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	attempts expressions builtins variable compatibility
vocab	0.111	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	arg array set depends given
vocab	0.111	zshbuiltins:SHELL BUILTIN COMMANDS › printf [ -v name ] format [ arg ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	array parameter value arguments used
vocab	0.11	zshmisc:QUOTING	zshexpn:FILENAME GENERATION › Glob Operators	character enclosed characters string single
vocab	0.11	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › read [ -rszpqAclneE ] [ -t [ num ] ] [ -k [ num ] ] [ -d delim ]	read present function undefined word
vocab	0.11	zshmisc:AUTOLOADING FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	function functions message builtin alias
vocab	0.11	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › ttyctl [ -fu ]	tty suspended state stty terminal
vocab	0.11	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	true prompt at false zero
vocab	0.11	zshexpn:HISTORY EXPANSION › Modifiers	zshoptions:DESCRIPTION OF OPTIONS › Completion	character word match remove immediately
vocab	0.11	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	elements pattern character form words
vocab	0.11	zshexpn:PARAMETER EXPANSION › Rules	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	present flag value flags word
vocab	0.11	zshexpn:FILENAME EXPANSION › Dynamic named directories	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	typeset array local name names
vocab	0.11	zshexpn:FILENAME GENERATION › Precedence	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	parentheses patterns pattern preceding statements
vocab	0.11	zshparam:ARRAY PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	key existing assigned name this
vocab	0.11	zshparam:ARRAY PARAMETERS › Array Subscripts	zshparam:POSITIONAL PARAMETERS	array values ksh_arrays arrays ksh_zero_subscript
vocab	0.11	zshbuiltins:SHELL BUILTIN COMMANDS › alias [ {+|-}gmrsL ] [ name[=value] ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › enable [ -afmprs ] name ...	aliases suffix patterns global regular
vocab	0.11	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	local flag new values given
vocab	0.11	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	zshbuiltins:SHELL BUILTIN COMMANDS › trap [ arg ] [ sig ... ]	args arg name specified their
vocab	0.109	zshmisc:PRECOMMAND MODIFIERS	zshexpn:FILENAME EXPANSION › ‘=' expansion	word command taken replaced name
vocab	0.109	zshmisc:COMPLEX COMMANDS	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	executed function code always zero
vocab	0.109	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › whence [ -vcwfpamsS ] [ -x num ] name ...	word function name do patterns
vocab	0.109	zshmisc:COMMENTS	zshexpn:HISTORY EXPANSION › Word Designators	word all be in or
vocab	0.109	zshmisc:ALIASING	zshmisc:QUOTING	quote quotes quoted single string
vocab	0.109	zshmisc:MULTIOS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	file files truncate redirection written
vocab	0.109	zshmisc:COMMAND EXECUTION	zshexpn:FILENAME EXPANSION › ‘=' expansion	exists remainder name command by
vocab	0.109	zshmisc:JOBS	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	jobs exit last command shell
vocab	0.109	zshmisc:SIGNALS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	exit waiting functions section ignored
vocab	0.109	zshmisc:CONDITIONAL EXPRESSIONS	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	file directory respectively integer effective
vocab	0.109	zshmisc:CONDITIONAL EXPRESSIONS	zshparam:PARAMETERS USED BY THE SHELL	file pattern string if variable
vocab	0.109	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshparam:ARRAY PARAMETERS › Subscript Parsing	true array appear backslashes double
vocab	0.109	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME GENERATION › Approximate Matching	match characters string pattern errors
vocab	0.109	zshexpn:FILENAME EXPANSION › ‘=' expansion	zshbuiltins:SHELL BUILTIN COMMANDS › pwd [ -rLP ]	pathname set option if is
vocab	0.109	zshexpn:FILENAME GENERATION	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	pattern extended_glob filename glob generation
vocab	0.109	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	flag found array searching search
vocab	0.109	zshparam:ARRAY PARAMETERS › Subscript Flags	zshbuiltins:SHELL BUILTIN COMMANDS › print [ -abcDilmnNoOpPrsSz ] [ -u n ] [ -f format ] [ -C cols ]	flag print arbitrary empty escape
vocab	0.109	zshparam:POSITIONAL PARAMETERS	zshparam:PARAMETERS USED BY THE SHELL	array parameter parameters value argv
vocab	0.109	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:SINGLE LETTER OPTIONS › Also note	used line setting set command
vocab	0.109	zshoptions:DESCRIPTION OF OPTIONS › Scripts and Functions	zshbuiltins:SHELL BUILTIN COMMANDS › fc -ARWI [ filename ]	function restored trap list date
vocab	0.109	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › echo [ -neE ] [ arg ... ]	code character escape text portable
vocab	0.109	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › exec [ -cl ] [ -a argv0 ] [ command [ arg ... ] ]	function found searching path replace
vocab	0.109	zshbuiltins:SHELL BUILTIN COMMANDS › autoload [ {+|-}RTUXdkmrtWz ] [ -w ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	emulation execution remains options aborted
vocab	0.109	zshbuiltins:SHELL BUILTIN COMMANDS › let arg ...	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	arithmetic expressions expression status error
vocab	0.108	zshmisc:SIMPLE COMMANDS & PIPELINES	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	foo words separated echo value
vocab	0.108	zshmisc:COMPLEX COMMANDS	zshmisc:ARITHMETIC EVALUATION	arithmetic expression always term list
vocab	0.108	zshmisc:COMPLEX COMMANDS	zshparam:ARRAY PARAMETERS › Subscript Flags	exp word pattern list words
vocab	0.108	zshmisc:COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	function list functions evaluated would
vocab	0.108	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshexpn:PARAMETER EXPANSION	word form name pattern alternate
vocab	0.108	zshmisc:ERRORS	zshexpn:FILENAME GENERATION › Approximate Matching	errors non pattern read found
vocab	0.108	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › eval [ arg ... ]	executed execute status read been
vocab	0.108	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory current component useful named
vocab	0.108	zshmisc:SIMPLE PROMPT ESCAPES › Shell state	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	path integer function value name
vocab	0.108	zshexpn:DESCRIPTION	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	five expansion these compatibility arithmetic
vocab	0.108	zshexpn:HISTORY EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	spelling corrections saved you assigned
vocab	0.108	zshexpn:HISTORY EXPANSION › Word Designators	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	word null reference error words
vocab	0.108	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › cd [ -qsLP ] {+|-}n	directory links symbolic component change
vocab	0.108	zshexpn:PROCESS SUBSTITUTION	zshexpn:PARAMETER EXPANSION › Rules	substitution far substitutions process form
vocab	0.108	zshexpn:PARAMETER EXPANSION	zshoptions:DESCRIPTION OF OPTIONS › Completion	word name pattern matches substituted
vocab	0.108	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshparam:LOCAL PARAMETERS	parameters parameter local hide special
vocab	0.108	zshexpn:FILENAME EXPANSION › Notes	zshparam:ARRAY PARAMETERS › Array Element Assignment	side assignment typeset right expression
vocab	0.108	zshexpn:FILENAME GENERATION › Recursive Globbing	zshoptions:DESCRIPTION OF OPTIONS › Expansion and Globbing	globbing matches foo bar pattern
vocab	0.108	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	zshbuiltins:SHELL BUILTIN COMMANDS › return [ n ]	return function statement zero status
vocab	0.108	zshbuiltins:SHELL BUILTIN COMMANDS › unsetopt [ {+|-}options | {+|-}o option_name ] [ name ... ]	zshbuiltins:SHELL BUILTIN COMMANDS › zcompile -t file [ name ... ]	options names patterns all currently
vocab	0.107	zshmisc:SIMPLE COMMANDS & PIPELINES	zshmisc:SPECIAL FUNCTIONS › Hook Functions	executed returns status next newline
vocab	0.107	zshmisc:COMPLEX COMMANDS	zshmisc:ERRORS	errors execution break continue cause
vocab	0.107	zshmisc:COMPLEX COMMANDS	zshexpn:FILENAME GENERATION › Glob Operators	pattern list parentheses word matches
vocab	0.107	zshmisc:COMPLEX COMMANDS	zshexpn:FILENAME GENERATION › Globbing Flags	pattern parentheses match end errors
vocab	0.107	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshbuiltins:SHELL BUILTIN COMMANDS › continue [ n ]	repeat select loop until while
vocab	0.107	zshmisc:ERRORS	zshoptions:DESCRIPTION OF OPTIONS › Input/Output	errors file script variable interactive
vocab	0.107	zshmisc:COMMENTS	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	characters word character interactive_comments non
vocab	0.107	zshmisc:ALIASING	zshexpn:FILENAME GENERATION	word pattern glob must unless
vocab	0.107	zshmisc:OPENING FILE DESCRIPTORS USING PARAMETERS	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	file exec redirection readonly error
vocab	0.107	zshmisc:COMMAND EXECUTION	zshmisc:SPECIAL FUNCTIONS › Trap Functions	function status execution return executed
vocab	0.107	zshmisc:FUNCTIONS	zshbuiltins:SHELL BUILTIN COMMANDS › typeset -f [ {+|-}TUkmtuz ] [ + ] [ name ... ]	function parameters functions reserved builtin
vocab	0.107	zshmisc:SPECIAL FUNCTIONS › Hook Functions	zshbuiltins:SHELL BUILTIN COMMANDS › . file [ arg ... ]	file executed status context read
vocab	0.107	zshmisc:ARITHMETIC EVALUATION	zshbuiltins:SHELL BUILTIN COMMANDS › functions +M [ -m ] mathfn ...	mathematical arithmetic functions let arithmetical
vocab	0.107	zshmisc:ARITHMETIC EVALUATION	zshbuiltins:SHELL BUILTIN COMMANDS › [ [ arg ... ] ]	operators arithmetic syntax integer expressions
vocab	0.107	zshmisc:CONDITIONAL SUBSTRINGS IN PROMPTS	zshexpn:FILENAME GENERATION › Globbing Flags	string array at end specifies
vocab	0.107	zshexpn:HISTORY EXPANSION › Modifiers	zshexpn:FILENAME EXPANSION	directory replaced substituted followed number
vocab	0.107	zshexpn:HISTORY EXPANSION › Modifiers	zshbuiltins:SHELL BUILTIN COMMANDS › disable [ -afmprs ] name ...	qualifiers patterns filename glob below
vocab	0.107	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshexpn:FILENAME EXPANSION › Dynamic named directories	match array string name order
vocab	0.107	zshexpn:PARAMETER EXPANSION › Parameter Expansion Flags	zshbuiltins:SHELL BUILTIN COMMANDS › setopt [ {+|-}options | {+|-}o option_name ] [ -m ] [ name ... ]	options flags flag shown name
vocab	0.107	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshparam:ARRAY PARAMETERS	files array name value existing
vocab	0.107	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	array foo sort name sets
vocab	0.107	zshexpn:FILENAME GENERATION › Glob Qualifiers	zshbuiltins:SHELL BUILTIN COMMANDS › ulimit [ -HSa ] [ { -bcdfiklmnpqrsTtvwx | -N resource } [ limit ] ... ]	size files kilobytes number file
vocab	0.107	zshparam:POSITIONAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › unset [ -fmv ] name ...	parameters array equivalent parameter value
vocab	0.107	zshparam:LOCAL PARAMETERS	zshbuiltins:SHELL BUILTIN COMMANDS › set [ {+|-}options | {+|-}o [ option_name ] ] ... [ {+|-}A [ name ] ]	parameters their declare name assigning
vocab	0.107	zshparam:PARAMETERS USED BY THE SHELL	zshoptions:DESCRIPTION OF OPTIONS	default set list sh marked
vocab	0.107	zshoptions:DESCRIPTION OF OPTIONS › Shell Emulation	zshbuiltins:SHELL BUILTIN COMMANDS › exit [ n ]	exit unexpected executed command cause
vocab	0.107	zshoptions:DESCRIPTION OF OPTIONS › Shell State	zshbuiltins:SHELL BUILTIN COMMANDS › wait [ job ... ]	ids id running user been
vocab	0.106	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshmisc:REDIRECTION	word list standard form newline
vocab	0.106	zshmisc:ALTERNATE FORMS FOR COMPLEX COMMANDS	zshparam:PARAMETERS USED BY THE SHELL	term list select form commands
vocab	0.106	zshmisc:COMMENTS	zshexpn:FILENAME GENERATION	word beginning characters character set
